beta-Stigmastanol	Isopropylbenzene Qualifier	Isoborneol Qualifier	N,N-diethyl-meta-toluamide (DEET)	Cholesterol Qualifier	Naphthalene Qualifier	Diethyhexylphthalate Qualifier	Prometon Qualifier	Bromacil Qualifier	Isophorone	Diazinon	Tributyl phosphate (TBP) Qualifier	Isoquinoline	Isoquinoline Qualifier	Tris (2-chloro-ethyl) phosphate (TCEP)	Nonylphenol mono_ethoxylate (NP1EO) Qualifier	Site code	Tris (2-chloro-ethyl) phosphate (TCEP) Qualifier	Region	para-Nonylphenol	Octylphenol diethoxylate (OP2EO)	4-Cumylphenol	Cholesterol	Diazinon Qualifier	Anthra_quinone	Benzophenone	Isoborneol	Diethylphthalate	4-n-Octylphenol	Tris (2-butoxy-ethyl) phosphate (TBEP) Qualifier	N,N-diethyl-meta-toluamide (DEET) Qualifier	Anthracene	Octylphenol mono_ethoxylate (OP1EO) Qualifier	2,6-Dimethylnaphthalene Qualifier	Menthol	Bisphenol A	4-tert-Octylphenol	Octylphenol mono_ethoxylate (OP1EO)	para-Cresol	1-Methylnaphthalene	Sample time	Octylphenol diethoxylate (OP2EO) Qualifier	Atrazine	Prometon	Benzophenone Qualifier	para-Cresol Qualifier	2,6-Dimethylnaphthalene	2-Methylnaphthalene Qualifier	Carbazole Qualifier	Metolachlor	Triclosan	Naphthalene	Pyrene	d-Limonene Qualifier	Fluoranthene Qualifier	Isopropylbenzene	Nonylphenol mono_ethoxylate (NP1EO)	Map location number	Acetophenone Qualifier	Benzo[a]pyrene	3-tert-butyl-4-hydroxyanisole Qualifier	4-n-Octylphenol Qualifier	Diethyhexylphthalate	d-Limonene	4-tert-Octylphenol Qualifier	Triclosan Qualifier	Galaxolide (HHCB)	Indole	Menthol Qualifier	Tonalide (AHTN)	Carbazole	Fluoranthene	1,4- Dichlorobenzene Qualifier	Nonylphenol diethoxylate (NP2EO) Qualifier	Anthra_quinone Qualifier	Phenol	Bisphenol A Qualifier	para-Nonylphenol Qualifier	Nonylphenol diethoxylate (NP2EO)	Phenol Qualifier	Tris (dichloro-isopropyl) phosphate (TDCP)	Tonalide (AHTN) Qualifier	beta-Sitosterol	beta-Sitosterol Qualifier	Camphor Qualifier	Diethylphthalate Qualifier	3-methyl-1h-Indole Qualifier	Acetophenone	Bromacil	3-methyl-1h-Indole	Tetrabromodiphenyl ether Qualifier	Triphenyl phosphate (TPP)	1-Methylnaphthalene Qualifier	Benzo[a]pyrene Qualifier	Isophorone Qualifier	2-Methylnaphthalene	Tributyl phosphate (TBP)	Phenanthrene Qualifier	Pyrene Qualifier	Tris (dichloro-isopropyl) phosphate (TDCP) Qualifier	Chlorpyrifos	Metolachlor Qualifier	Galaxolide (HHCB) Qualifier	4-Cumylphenol Qualifier	Chlorpyrifos Qualifier	3-beta-Coprostanol Qualifier	Indole Qualifier	Tris (2-butoxy-ethyl) phosphate (TBEP)	3-beta-Coprostanol	Phenanthrene	beta-Stigmastanol Qualifier	Sample date	Tetrabromodiphenyl ether	Camphor	Anthracene Qualifier	Triphenyl phosphate (TPP) Qualifier	1,4- Dichlorobenzene	3-tert-butyl-4-hydroxyanisole	Atrazine Qualifier
1500.0	Less than minimum reporting limit	Less than minimum reporting limit	290.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	27.8	150.0	Less than minimum reporting limit	290.0	Less than minimum reporting limit	290.0	Less than minimum reporting limit	HHB011	Less than minimum reporting limit	Western Bays region	2200.0	150.0	150.0	5330.0	Less than minimum reporting limit	45.3	150.0	150.0	290.0	150.0	Less than minimum reporting limit	Less than minimum reporting limit	25.9	Less than minimum reporting limit		150.0	150.0	150.0	740.0	97.9	150.0	1400	Less than minimum reporting limit	290.0	150.0	Less than minimum reporting limit		90.8	Less than minimum reporting limit	Detected but not quantified	150.0	22.1	150.0	81.0	Less than minimum reporting limit		290.0	1470.0	148	Less than minimum reporting limit	34.1	Less than minimum reporting limit	Less than minimum reporting limit	740.0	150.0	Less than minimum reporting limit		10.9	61.7	Less than minimum reporting limit	150.0	0.0	98.0	Detected but not quantified	Less than minimum reporting limit		320.0	Less than minimum reporting limit	Less than minimum reporting limit	2900.0	Less than minimum reporting limit	290.0	Less than minimum reporting limit	1740.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		440.0	1500.0	18.0	Less than minimum reporting limit	150.0	Less than minimum reporting limit		Estimated value	150.0	150.0			Less than minimum reporting limit	150.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		440.0	951.0	40.4	Less than minimum reporting limit	41526	150.0	150.0		Less than minimum reporting limit	0.0	440.0	Less than minimum reporting limit
1270.0	Less than minimum reporting limit	Less than minimum reporting limit	280.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	11.2	140.0	Less than minimum reporting limit	280.0	Less than minimum reporting limit	280.0	Less than minimum reporting limit	RC01	Less than minimum reporting limit	Western Bays region	2100.0	140.0	140.0	6310.0	Less than minimum reporting limit	42.2	140.0	140.0	280.0	140.0	Less than minimum reporting limit	Less than minimum reporting limit	28.9	Less than minimum reporting limit		140.0	140.0	140.0	710.0	204.0	140.0	1235	Less than minimum reporting limit	280.0	140.0	Less than minimum reporting limit		45.2	Less than minimum reporting limit	Less than minimum reporting limit	140.0	140.0	140.0	85.1	Less than minimum reporting limit		280.0	1410.0	149	Less than minimum reporting limit	38.6	Less than minimum reporting limit	Less than minimum reporting limit	710.0	140.0	Less than minimum reporting limit	Less than minimum reporting limit	14.4	455.0	Less than minimum reporting limit	140.0	140.0	101.0	Detected but not quantified	Less than minimum reporting limit		270.0	Less than minimum reporting limit	Less than minimum reporting limit	2800.0	Less than minimum reporting limit		Less than minimum reporting limit	1480.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		420.0	1400.0	23.7	Less than minimum reporting limit	140.0	Less than minimum reporting limit		Estimated value	140.0	140.0			Missing data	140.0	Less than minimum reporting limit		Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		420.0	1450.0	67.8	Estimated value	41522	140.0	140.0		Less than minimum reporting limit	0.0	420.0	Less than minimum reporting limit
554.0	Less than minimum reporting limit	Less than minimum reporting limit	160.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	81.0	Less than minimum reporting limit	160.0	Less than minimum reporting limit	18.0	Less than minimum reporting limit	RC02	Estimated value	Western Bays region	1200.0	81.0	81.0	1700.0	Less than minimum reporting limit	81.0	81.0	81.0	160.0	81.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Detected but not quantified	81.0	29.0	81.0	410.0	22.7	81.0	1300	Less than minimum reporting limit	160.0	81.0	Less than minimum reporting limit		0.0	Less than minimum reporting limit	Less than minimum reporting limit	81.0	81.0	81.0	21.3	Less than minimum reporting limit		160.0	810.0	150	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	410.0	81.0	Less than minimum reporting limit	Less than minimum reporting limit	81.0	61.4	Less than minimum reporting limit	81.0	81.0	27.4	Detected but not quantified	Less than minimum reporting limit	Less than minimum reporting limit	120.0	Estimated value	Less than minimum reporting limit	1600.0	Less than minimum reporting limit	160.0	Less than minimum reporting limit	595.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	240.0	810.0	0.0	Less than minimum reporting limit	81.0	Less than minimum reporting limit	Detected but not quantified	Detected but not quantified	81.0	81.0			Less than minimum reporting limit	81.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		240.0	810.0	22.0	Estimated value	41529	81.0	81.0	Detected but not quantified	Less than minimum reporting limit	0.0	240.0	Less than minimum reporting limit
1500.0	Less than minimum reporting limit	Less than minimum reporting limit	300.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	11.5	150.0	Less than minimum reporting limit	300.0	Less than minimum reporting limit	300.0	Less than minimum reporting limit	RC03	Less than minimum reporting limit	Western Bays region	2200.0	150.0	150.0	5770.0	Less than minimum reporting limit	44.6	150.0	150.0	300.0	150.0	Less than minimum reporting limit	Less than minimum reporting limit	27.7	Less than minimum reporting limit		150.0	17.0	150.0	740.0	408.0	150.0	900	Less than minimum reporting limit	300.0	150.0	Less than minimum reporting limit		64.9	Less than minimum reporting limit		150.0	150.0	150.0	94.7	Less than minimum reporting limit		300.0	1490.0	151	Less than minimum reporting limit	36.6	Less than minimum reporting limit	Less than minimum reporting limit	740.0	150.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	398.0	Less than minimum reporting limit	150.0	10.4	119.0	Detected but not quantified	Less than minimum reporting limit		230.0	Estimated value	Less than minimum reporting limit	3000.0	Less than minimum reporting limit		Less than minimum reporting limit	1470.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		450.0	1500.0	29.6	Less than minimum reporting limit	150.0	Less than minimum reporting limit		Estimated value	150.0	150.0			Missing data	150.0	Less than minimum reporting limit	Detected but not quantified	Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		450.0	1260.0	58.7	Less than minimum reporting limit	41529	150.0	150.0		Less than minimum reporting limit	0.0	450.0	Less than minimum reporting limit
600.0	Less than minimum reporting limit	Less than minimum reporting limit	120.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	60.0	60.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	GSB01	Less than minimum reporting limit	Great South Bay region	890.0	60.0	60.0	380.0	Less than minimum reporting limit	60.0	60.0	60.0	120.0	60.0	Less than minimum reporting limit	Less than minimum reporting limit	60.0	Less than minimum reporting limit	Less than minimum reporting limit	60.0	60.0	60.0	300.0	300.0	60.0	900	Less than minimum reporting limit	120.0	60.0	Less than minimum reporting limit	Less than minimum reporting limit	60.0	Less than minimum reporting limit	Less than minimum reporting limit	60.0	60.0	60.0	60.0	Less than minimum reporting limit	Less than minimum reporting limit	120.0	600.0	152	Less than minimum reporting limit	60.0	Less than minimum reporting limit	Less than minimum reporting limit	300.0	60.0	Less than minimum reporting limit	Less than minimum reporting limit	60.0	35.7	Less than minimum reporting limit	60.0	60.0	60.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	60.0	Less than minimum reporting limit	Less than minimum reporting limit	1200.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	600.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	180.0	600.0	0.0	Less than minimum reporting limit	60.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	60.0	60.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	60.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		180.0	600.0	60.0	Less than minimum reporting limit	41512	60.0	60.0	Less than minimum reporting limit	Less than minimum reporting limit	60.0	180.0	Less than minimum reporting limit
1830.0	Less than minimum reporting limit	Less than minimum reporting limit	470.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	12.7	230.0	Less than minimum reporting limit	470.0	Less than minimum reporting limit	470.0	Less than minimum reporting limit	GSB02	Less than minimum reporting limit	Great South Bay region	3500.0	230.0	230.0	9500.0	Less than minimum reporting limit	62.4	230.0	230.0	470.0	230.0	Less than minimum reporting limit	Less than minimum reporting limit	21.7	Less than minimum reporting limit		230.0	230.0	230.0	1200.0	105.0	230.0	1025	Less than minimum reporting limit	470.0	230.0	Less than minimum reporting limit		63.8	Less than minimum reporting limit		230.0	230.0	230.0	87.4	Less than minimum reporting limit		470.0	2350.0	153	Less than minimum reporting limit	41.3	Less than minimum reporting limit	Less than minimum reporting limit	1200.0	230.0	Less than minimum reporting limit	Less than minimum reporting limit	230.0	800.0	Less than minimum reporting limit	230.0	11.0	113.0	Detected but not quantified	Less than minimum reporting limit		940.0	Less than minimum reporting limit	Less than minimum reporting limit	4700.0	Less than minimum reporting limit	470.0	Less than minimum reporting limit	4730.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		700.0	2300.0	41.5	Less than minimum reporting limit	230.0	Less than minimum reporting limit		Estimated value	230.0	230.0			Less than minimum reporting limit	230.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		700.0	2300.0	60.1	Estimated value	41512	230.0	230.0		Less than minimum reporting limit	0.0	700.0	Less than minimum reporting limit
532.0	Less than minimum reporting limit	Less than minimum reporting limit	190.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	29.2	95.0	Less than minimum reporting limit	190.0	Less than minimum reporting limit	190.0	Less than minimum reporting limit	GSB03	Less than minimum reporting limit	Great South Bay region	1400.0	95.0	95.0	989.0	Less than minimum reporting limit	49.0	95.0	95.0	190.0	95.0	Less than minimum reporting limit	Less than minimum reporting limit	18.7	Less than minimum reporting limit		95.0	12.8	95.0	480.0	64.0	95.0	845	Less than minimum reporting limit	190.0	95.0	Less than minimum reporting limit		33.3	Less than minimum reporting limit	Less than minimum reporting limit	95.0	95.0	95.0	95.8	Less than minimum reporting limit		190.0	950.0	154	Estimated value	55.1	Less than minimum reporting limit	Less than minimum reporting limit	480.0	95.0	Less than minimum reporting limit	Less than minimum reporting limit	95.0	177.0	Less than minimum reporting limit	95.0	95.0	119.0	Estimated value	Less than minimum reporting limit		140.0	Estimated value	Less than minimum reporting limit	1900.0	Less than minimum reporting limit	190.0	Less than minimum reporting limit	897.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit		102.0	950.0	10.6	Less than minimum reporting limit	95.0	Less than minimum reporting limit		Estimated value	95.0	95.0			Less than minimum reporting limit	95.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		290.0	950.0	47.4	Estimated value	41513	95.0	95.0		Less than minimum reporting limit	10.5	290.0	Less than minimum reporting limit
520.0	Less than minimum reporting limit	Less than minimum reporting limit	100.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	52.0	52.0	Less than minimum reporting limit	100.0	Less than minimum reporting limit	100.0	Less than minimum reporting limit	GSB04	Less than minimum reporting limit	Great South Bay region	780.0	52.0	52.0	280.0	Less than minimum reporting limit	52.0	52.0	52.0	100.0	52.0	Less than minimum reporting limit	Less than minimum reporting limit	52.0	Less than minimum reporting limit	Detected but not quantified	52.0	52.0	52.0	260.0	260.0	52.0	835	Less than minimum reporting limit	100.0	52.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	52.0	52.0	52.0	52.0	Less than minimum reporting limit	Less than minimum reporting limit	100.0	520.0	155	Less than minimum reporting limit	52.0	Less than minimum reporting limit	Less than minimum reporting limit	260.0	52.0	Less than minimum reporting limit	Less than minimum reporting limit	52.0	29.2	Less than minimum reporting limit	52.0	52.0	52.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	52.0	Less than minimum reporting limit	Less than minimum reporting limit	1000.0	Less than minimum reporting limit	100.0	Less than minimum reporting limit	520.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	160.0	520.0	0.0	Less than minimum reporting limit	52.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	52.0	52.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	52.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		160.0	520.0	52.0	Less than minimum reporting limit	41495	52.0	52.0	Less than minimum reporting limit	Less than minimum reporting limit	52.0	160.0	Less than minimum reporting limit
480.0	Less than minimum reporting limit	Less than minimum reporting limit	95.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	48.0	48.0	Less than minimum reporting limit	95.0	Less than minimum reporting limit	95.0	Less than minimum reporting limit	GSB05	Less than minimum reporting limit	Great South Bay region	710.0	48.0	48.0	945.0	Less than minimum reporting limit	48.0	48.0	48.0	95.0	48.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Detected but not quantified	48.0	48.0	48.0	240.0	0.0	48.0	1000	Less than minimum reporting limit	95.0	48.0	Less than minimum reporting limit	Detected but not quantified	0.0	Less than minimum reporting limit	Less than minimum reporting limit	48.0	48.0	48.0	0.0	Less than minimum reporting limit	Detected but not quantified	95.0	480.0	156	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	240.0	48.0	Less than minimum reporting limit	Less than minimum reporting limit	48.0	58.9	Less than minimum reporting limit	48.0	48.0	0.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	48.0	Less than minimum reporting limit	Less than minimum reporting limit	950.0	Less than minimum reporting limit	95.0	Less than minimum reporting limit	380.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	140.0	480.0	0.0	Less than minimum reporting limit	48.0	Less than minimum reporting limit	Detected but not quantified	Less than minimum reporting limit	48.0	48.0	Less than minimum reporting limit	Detected but not quantified	Less than minimum reporting limit	48.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		140.0	480.0	48.0	Less than minimum reporting limit	41502	48.0	48.0	Detected but not quantified	Less than minimum reporting limit	48.0	140.0	Less than minimum reporting limit
202.0	Less than minimum reporting limit	Less than minimum reporting limit	91.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	46.0	Less than minimum reporting limit	91.0	Less than minimum reporting limit	91.0	Less than minimum reporting limit	GSB051	Less than minimum reporting limit	Great South Bay region	680.0	46.0	46.0	1630.0	Less than minimum reporting limit	46.0	46.0	46.0	91.0	46.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Detected but not quantified	46.0	46.0	46.0	230.0	0.0	46.0	1100	Less than minimum reporting limit	91.0	46.0	Less than minimum reporting limit	Detected but not quantified	0.0	Less than minimum reporting limit	Less than minimum reporting limit	46.0	46.0	46.0	0.0	Less than minimum reporting limit	Detected but not quantified	91.0	460.0	156	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	230.0	46.0	Less than minimum reporting limit	Less than minimum reporting limit	46.0	50.2	Less than minimum reporting limit	46.0	46.0	0.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	46.0	Less than minimum reporting limit	Less than minimum reporting limit	910.0	Less than minimum reporting limit	91.0	Less than minimum reporting limit	350.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	140.0	460.0	0.0	Less than minimum reporting limit	46.0	Less than minimum reporting limit	Detected but not quantified	Detected but not quantified	46.0	46.0	Less than minimum reporting limit	Detected but not quantified	Less than minimum reporting limit	46.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		140.0	460.0	46.0	Estimated value	41502	46.0	46.0	Detected but not quantified	Less than minimum reporting limit	46.0	140.0	Less than minimum reporting limit
228.0	Less than minimum reporting limit	Less than minimum reporting limit	120.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	58.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	GSB06	Less than minimum reporting limit	Great South Bay region	860.0	58.0	58.0	1690.0	Less than minimum reporting limit	13.6	58.0	58.0	120.0	58.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit		58.0	0.0	58.0	290.0	29.5	58.0	845	Less than minimum reporting limit	120.0	58.0	Less than minimum reporting limit		11.4	Less than minimum reporting limit	Detected but not quantified	58.0	58.0	58.0	31.7	Less than minimum reporting limit		120.0	580.0	157	Less than minimum reporting limit	11.2	Less than minimum reporting limit	Less than minimum reporting limit	290.0	58.0	Less than minimum reporting limit	Less than minimum reporting limit	58.0	164.0	Less than minimum reporting limit	58.0	0.0	39.0	Detected but not quantified	Less than minimum reporting limit		66.0	Detected but not quantified	Less than minimum reporting limit	1200.0	Less than minimum reporting limit	120.0	Less than minimum reporting limit	610.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	170.0	580.0	0.0	Less than minimum reporting limit	58.0	Less than minimum reporting limit		Detected but not quantified	58.0	58.0			Less than minimum reporting limit	58.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		170.0	580.0	17.8	Estimated value	41502	58.0	58.0	Detected but not quantified	Less than minimum reporting limit	0.0	170.0	Less than minimum reporting limit
550.0	Less than minimum reporting limit	Less than minimum reporting limit	110.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	55.0	Less than minimum reporting limit	110.0	Less than minimum reporting limit	110.0	Less than minimum reporting limit	GSB07	Less than minimum reporting limit	Great South Bay region	830.0	55.0	55.0	445.0	Less than minimum reporting limit	55.0	55.0	55.0	110.0	55.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Detected but not quantified	55.0	55.0	55.0	280.0	280.0	55.0	1125	Less than minimum reporting limit	110.0	55.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	55.0	55.0	55.0	0.0	Less than minimum reporting limit	Detected but not quantified	110.0	550.0	158	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	280.0	55.0	Less than minimum reporting limit	Less than minimum reporting limit	55.0	33.7	Less than minimum reporting limit	55.0	55.0	0.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	55.0	Less than minimum reporting limit	Less than minimum reporting limit	1100.0	Less than minimum reporting limit	110.0	Less than minimum reporting limit	550.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	170.0	550.0	0.0	Less than minimum reporting limit	55.0	Less than minimum reporting limit	Detected but not quantified	Detected but not quantified	55.0	55.0	Less than minimum reporting limit	Detected but not quantified	Less than minimum reporting limit	55.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		170.0	550.0	55.0	Less than minimum reporting limit	41493	55.0	55.0	Detected but not quantified	Less than minimum reporting limit	55.0	170.0	Less than minimum reporting limit
490.0	Less than minimum reporting limit	Less than minimum reporting limit	97.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	49.0	Less than minimum reporting limit	97.0	Less than minimum reporting limit	97.0	Less than minimum reporting limit	MB01	Less than minimum reporting limit	Great South Bay region	730.0	49.0	49.0	566.0	Less than minimum reporting limit	49.0	49.0	49.0	97.0	49.0	Less than minimum reporting limit	Less than minimum reporting limit	49.0	Less than minimum reporting limit	Less than minimum reporting limit	49.0	4.0	49.0	240.0	240.0	49.0	1030	Less than minimum reporting limit	97.0	49.0	Less than minimum reporting limit	Less than minimum reporting limit	49.0	Less than minimum reporting limit	Less than minimum reporting limit	49.0	49.0	49.0	0.0	Less than minimum reporting limit	Less than minimum reporting limit	97.0	490.0	159	Less than minimum reporting limit	0.0	Missing data	Less than minimum reporting limit	240.0	49.0	Less than minimum reporting limit	Less than minimum reporting limit	49.0	31.8	Less than minimum reporting limit	49.0	49.0	49.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	58.0	Less than minimum reporting limit	Less than minimum reporting limit	970.0	Less than minimum reporting limit	97.0	Less than minimum reporting limit	570.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	150.0	490.0	0.0	Less than minimum reporting limit	49.0	Less than minimum reporting limit	Detected but not quantified	Detected but not quantified	49.0	49.0	Less than minimum reporting limit	Detected but not quantified	Less than minimum reporting limit	49.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Estimated value		150.0	107.0	49.0	Less than minimum reporting limit	41492	49.0	49.0	Less than minimum reporting limit	Less than minimum reporting limit	49.0		Less than minimum reporting limit
720.0	Less than minimum reporting limit	Less than minimum reporting limit	140.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	0.0	72.0	Less than minimum reporting limit	140.0	Less than minimum reporting limit	140.0	Less than minimum reporting limit	MB02	Less than minimum reporting limit	Great South Bay region	1100.0	72.0	72.0	5160.0	Less than minimum reporting limit	72.0	72.0	72.0	140.0	72.0	Less than minimum reporting limit	Less than minimum reporting limit	0.0	Less than minimum reporting limit		72.0	72.0	72.0	360.0	32.2	72.0	900	Less than minimum reporting limit	140.0	72.0	Less than minimum reporting limit		12.8	Less than minimum reporting limit	Less than minimum reporting limit	72.0	72.0	72.0	17.1	Less than minimum reporting limit		140.0	720.0	160	Less than minimum reporting limit	0.0	Less than minimum reporting limit	Less than minimum reporting limit	360.0	72.0	Less than minimum reporting limit	Less than minimum reporting limit	72.0	101.0	Less than minimum reporting limit	72.0	72.0	19.6	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	230.0	Less than minimum reporting limit	Less than minimum reporting limit	1400.0	Less than minimum reporting limit	140.0	Less than minimum reporting limit	1130.0	Estimated value	Less than minimum reporting limit	Less than minimum reporting limit	Detected but not quantified	220.0	720.0	0.0	Less than minimum reporting limit	72.0	Less than minimum reporting limit	Detected but not quantified	Detected but not quantified	72.0	72.0			Less than minimum reporting limit	72.0	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit	Less than minimum reporting limit		220.0	720.0	14.7	Less than minimum reporting limit	41492	72.0	72.0	Detected but not quantified	Less than minimum reporting limit	72.0	220.0	Less than minimum reporting limit
